prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-11-05,85004287,-8642,21812,-10104,-870,8325,7998
FF-0F-12-05,85069823,-9882,21108,-13428,196,6911,7477
FF-0F-13-05,85135359,-12706,17974,746,196,6911,7477
FF-0F-14-05,85200895,-8334,15394,-11092,1469,5337,5650
FF-0F-15-05,85266431,-10738,13764,-7176,1469,5337,5650
FF-0F-16-05,85331967,-13152,12822,-3998,1375,6581,3232
FF-0F-17-05,85397503,-13576,11424,-684,1375,6581,3232
FF-0F-18-05,85463039,-12054,13396,-314,1629,7112,390
FF-0F-19-05,85528575,-13078,12448,3032,1629,7112,390
FF-0F-1A-05,85594111,-3426,25430,4576,1524,5250,-2154
FF-0F-1B-05,85659647,14116,23708,7306,1524,5250,-2154
FF-0F-1C-05,85725183,-18030,18752,7342,1224,2031,-2138
FF-0F-1D-05,85790719,-1500,23146,1152,1224,2031,-2138
FF-0F-1E-05,85856255,3116,13796,-1200,1354,-269,-3313
FF-0F-1F-05,85921791,-354,15522,-5700,1354,-269,-3313
FF-0F-20-05,85987327,-186,17818,-332,1130,212,-2339
FF-0F-21-05,86052863,-138,17160,-2120,1130,212,-2339
FF-0F-22-05,86118399,166,15148,-1154,1099,819,-1548
FF-0F-23-05,86183935,-1198,16564,2952,1099,819,-1548
FF-0F-24-05,86249471,-986,18630,2550,1156,146,-958
FF-0F-25-05,86315007,516,16024,-3184,1156,146,-958
FF-0F-26-05,86380543,1624,15324,-3054,1076,-816,-751
FF-0F-27-05,86446079,3230,16304,-3224,1076,-816,-751
FF-0F-28-05,86511615,248,16454,-2396,760,36,-1349
FF-0F-29-05,86577151,-28,16170,-3884,760,36,-1349
FF-0F-2A-05,86642687,-842,16672,-1964,430,88,-1521
FF-0F-2B-05,86708223,-1314,16674,-1442,430,88,-1521
FF-0F-2C-05,86773759,-184,16404,-2548,296,101,-1371
FF-0F-2D-05,86839295,-1122,15970,-3342,296,101,-1371
FF-0F-2E-05,86904831,-2598,16466,-1216,296,101,-1371
FF-0F-2F-05,86970367,-2508,16824,-1416,292,206,-1239
FF-0F-30-05,87035903,-1780,16048,-1648,292,206,-1239
FF-0F-31-05,87101439,-1170,16132,-2470,146,-43,-1006
FF-0F-32-05,87166975,-1528,16030,-2310,146,-43,-1006
FF-0F-33-05,87232511,-2140,16596,-1066,134,-182,-1039
FF-0F-34-05,87298047,-1994,16324,-1986,134,-182,-1039
FF-0F-35-05,87363583,-2666,16100,-2506,145,-275,-1261
FF-0F-36-05,87429119,-3220,16228,-2684,145,-275,-1261
FF-0F-37-05,87494655,-3082,16626,-2148,97,-359,-1367
FF-0F-38-05,87560191,-2944,16558,-2302,97,-359,-1367
FF-0F-39-05,87625727,-3468,16420,-1612,-90,-250,-1477
FF-0F-3A-05,87691263,-3170,16158,-2092,-90,-250,-1477
FF-0F-3B-05,87756799,-3098,16400,-2268,-178,-161,-1717
FF-0F-3C-05,87822335,-3214,16924,-2908,-178,-161,-1717
FF-0F-3D-05,87887871,-3310,18180,-2718,-308,-261,-2129
FF-0F-3E-05,87953407,-2904,19344,-1938,-308,-261,-2129
FF-0F-3F-05,88018943,-2230,19752,-100,-447,-628,-2465
FF-0F-40-05,88084479,-1500,20214,-1054,-447,-628,-2465
FF-0F-41-05,88150015,-1240,20684,-1096,-621,-1035,-3017
FF-0F-42-05,88215551,-1264,20888,-312,-621,-1035,-3017
FF-0F-43-05,88281087,-594,18944,-1004,-651,-1783,-3526
FF-0F-44-05,88346623,-12,16590,-906,-651,-1783,-3526
FF-0F-45-05,88412159,-6962,18854,192,-412,-3447,-3854
FF-0F-46-05,88477695,-8998,23090,-9520,-412,-3447,-3854
FF-0F-47-05,88543231,-9862,22144,-8310,-584,-3084,-4267
FF-0F-48-05,88608767,-6790,19250,-930,-584,-3084,-4267
FF-0F-49-05,88674303,-2108,15516,-2012,-59,-1081,-4076
FF-0F-4A-05,88739839,-3002,14954,-1140,-59,-1081,-4076
FF-0F-4B-05,88805375,6872,24454,-2364,-2,-2220,-1826
FF-0F-4C-05,88870911,2204,13318,-3128,-2,-2220,-1826
FF-0F-4D-05,88936447,2772,10374,-100,-2,-2220,-1826
FF-0F-4E-05,89001983,1850,10568,-1076,269,-697,900
FF-0F-4F-05,89067519,366,11120,-526,269,-697,900
FF-0F-50-05,89133055,-756,12626,72,524,1284,3516
FF-0F-51-05,89198591,-1158,13874,-36,524,1284,3516
FF-0F-52-05,89264127,-1610,15418,-1542,637,2137,5861
FF-0F-53-05,89329663,-1782,17716,-1190,637,2137,5861
FF-0F-54-05,89395199,-2882,20410,-1242,724,2367,7902
FF-0F-55-05,89460735,-3874,23950,-2152,724,2367,7902
FF-0F-56-05,89526271,-5360,25824,-3876,883,2714,9593
FF-0F-57-05,89591807,-11394,29738,-2624,883,2714,9593
FF-0F-58-05,89657343,-10438,30170,-3712,888,4346,10054
FF-0F-59-05,89722879,-10576,25444,-5674,888,4346,10054
FF-0F-5A-05,89788415,-14092,22844,-5416,323,4626,9101
FF-0F-5B-05,89853951,-14878,15108,-3576,323,4626,9101
FF-0F-5C-05,89919487,-16408,11334,-1720,227,3760,6393
FF-0F-5D-05,89985023,-16912,11218,-692,227,3760,6393
FF-0F-5E-05,90050559,-12738,10528,-4674,507,1162,2617
FF-0F-5F-05,90116095,-11152,12208,-3566,507,1162,2617
FF-0F-60-05,90181631,-10286,11492,-1428,428,793,-1228
FF-0F-61-05,90247167,10856,26056,-5868,428,793,-1228
FF-0F-62-05,90312703,23298,19826,4494,599,454,-2746
FF-0F-63-05,90378239,4430,15366,1598,599,454,-2746
FF-0F-64-05,90443775,-8694,20384,-5486,577,-304,-2252
FF-0F-65-05,90509311,-5284,22412,1894,577,-304,-2252
