prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-10-04,68161535,-1322,-1138,16608,-32,-7,-12
FF-0F-11-04,68227071,-1308,-1284,16594,-32,-7,-12
FF-0F-12-04,68292607,-1338,-1308,16728,-29,-7,-10
FF-0F-13-04,68358143,-1252,-1248,16896,-29,-7,-10
FF-0F-14-04,68423679,-1288,-1198,16526,-29,-7,-10
FF-0F-15-04,68489215,-1316,-1232,16596,-26,-5,-10
FF-0F-16-04,68554751,-1324,-1174,16728,-26,-5,-10
FF-0F-17-04,68620287,-1322,-1284,16708,-27,-6,-10
FF-0F-18-04,68685823,-1266,-1216,16644,-27,-6,-10
FF-0F-19-04,68751359,-1216,-644,15914,-26,-6,-10
FF-0F-1A-04,68816895,-1384,-996,15268,-26,-6,-10
FF-0F-1B-04,68882431,-1276,-1376,17300,-27,-3,-9
FF-0F-1C-04,68947967,-1332,-1158,17284,-27,-3,-9
FF-0F-1D-04,69013503,-1254,-1254,16392,-29,-5,-9
FF-0F-1E-04,69079039,-1278,-1196,16128,-29,-5,-9
FF-0F-1F-04,69144575,-1260,-1112,16666,-27,-5,-10
FF-0F-20-04,69210111,-1324,-1366,16916,-27,-5,-10
FF-0F-21-04,69275647,-1386,-1276,16422,-28,-4,-10
FF-0F-22-04,69341183,-1288,-1228,16342,-28,-4,-10
FF-0F-23-04,69406719,-1282,-1328,16824,-20,-4,-10
FF-0F-24-04,69472255,-1314,-1212,16810,-20,-4,-10
FF-0F-25-04,69537791,-1468,-1300,16704,-22,-4,-10
FF-0F-26-04,69603327,-1234,-1366,16746,-22,-4,-10
FF-0F-27-04,69668863,-1302,-1240,16528,-26,-4,-10
FF-0F-28-04,69734399,-1312,-1308,16638,-26,-4,-10
FF-0F-29-04,69799935,-1284,-1160,16724,-25,-4,-9
FF-0F-2A-04,69865471,-1300,-1260,16690,-25,-4,-9
FF-0F-2B-04,69931007,-1276,-1162,16616,-25,-4,-11
FF-0F-2C-04,69996543,-1296,-1220,16678,-25,-4,-11
FF-0F-2D-04,70062079,-1200,-2570,16534,-23,-1,-7
FF-0F-2E-04,70127615,-1162,-1246,19790,-23,-1,-7
FF-0F-2F-04,70193151,-1384,-970,15510,-24,-8,-10
FF-0F-30-04,70258687,-1228,-1268,15456,-24,-8,-10
FF-0F-31-04,70324223,-1318,-1038,16690,-27,-2,-10
