prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-FF-00,16715775,-366,-2690,-15968,-23,-5,-11
FF-0F-00-01,16781311,-358,-2668,-15972,-20,-5,-10
FF-0F-01-01,16846847,-290,-2530,-15942,-20,-5,-10
FF-0F-02-01,16912383,-336,-2646,-15794,-23,-4,-11
FF-0F-03-01,16977919,-334,-2632,-15958,-23,-4,-11
FF-0F-04-01,17043455,-314,-2692,-15978,-23,-4,-11
FF-0F-05-01,17108991,-304,-2598,-15962,-23,-5,-9
FF-0F-06-01,17174527,-312,-2664,-15976,-23,-5,-9
FF-0F-07-01,17240063,-272,-2724,-16010,-22,-4,-9
FF-0F-08-01,17305599,-310,-2546,-15984,-22,-4,-9
FF-0F-09-01,17371135,-300,-2636,-15984,-22,-5,-9
FF-0F-0A-01,17436671,-328,-2650,-15888,-22,-5,-9
FF-0F-0B-01,17502207,-354,-2638,-15894,-25,-5,-8
FF-0F-0C-01,17567743,-338,-2660,-15798,-25,-5,-8
FF-0F-0D-01,17633279,-306,-2606,-15994,-22,-3,-10
FF-0F-0E-01,17698815,-384,-2640,-15988,-22,-3,-10
FF-0F-0F-01,17764351,-300,-2668,-15876,-21,-4,-11
FF-0F-10-01,17829887,-342,-2696,-15920,-21,-4,-11
FF-0F-11-01,17895423,-314,-2650,-15960,-23,-5,-11
FF-0F-12-01,17960959,-328,-2706,-15930,-23,-5,-11
FF-0F-13-01,18026495,-296,-2586,-15884,-24,-4,-10
FF-0F-14-01,18092031,-258,-2598,-15872,-24,-4,-10
FF-0F-15-01,18157567,-290,-2604,-15886,-23,-4,-9
FF-0F-16-01,18223103,-352,-2668,-15952,-23,-4,-9
FF-0F-17-01,18288639,-286,-2714,-15946,-22,-5,-9
FF-0F-18-01,18354175,-336,-2660,-15868,-22,-5,-9
FF-0F-19-01,18419711,-324,-2704,-15944,-25,-4,-10
FF-0F-1A-01,18485247,-336,-2646,-16034,-25,-4,-10
FF-0F-1B-01,18550783,-286,-2584,-15942,-24,-4,-10
FF-0F-1C-01,18616319,-318,-2676,-15934,-24,-4,-10
FF-0F-1D-01,18681855,-334,-2642,-15920,-21,-5,-10
FF-0F-1E-01,18747391,-306,-2656,-16054,-21,-5,-10
FF-0F-1F-01,18812927,-310,-2578,-16004,-22,-5,-11
FF-0F-20-01,18878463,-396,-2670,-15924,-22,-5,-11
FF-0F-21-01,18943999,-310,-2592,-15798,-25,-5,-11
FF-0F-22-01,19009535,-354,-2606,-16084,-25,-5,-11
FF-0F-23-01,19075071,-336,-2670,-15934,-25,-5,-11
FF-0F-24-01,19140607,-334,-2636,-15864,-22,-5,-10
FF-0F-25-01,19206143,-300,-2668,-15954,-22,-5,-10
FF-0F-26-01,19271679,-296,-2622,-15872,-21,-6,-11
FF-0F-27-01,19337215,-342,-2598,-15996,-21,-6,-11
FF-0F-28-01,19402751,-334,-2628,-15980,-24,-5,-10
FF-0F-29-01,19468287,-344,-2646,-15934,-24,-5,-10
FF-0F-2A-01,19533823,-324,-2650,-15978,-23,-5,-12
FF-0F-2B-01,19599359,-330,-2666,-15916,-23,-5,-12
FF-0F-2C-01,19664895,-314,-2668,-15964,-21,-4,-10
FF-0F-2D-01,19730431,-334,-2668,-15910,-21,-4,-10
FF-0F-2E-01,19795967,-314,-2604,-15904,-24,-4,-11
FF-0F-2F-01,19861503,-312,-2628,-16012,-24,-4,-11
FF-0F-30-01,19927039,-330,-2582,-15958,-24,-4,-10
FF-0F-31-01,19992575,-306,-2622,-15976,-24,-4,-10
FF-0F-32-01,20058111,-290,-2658,-15950,-22,-4,-11
FF-0F-33-01,20123647,-300,-2608,-16054,-22,-4,-11
FF-0F-34-01,20189183,-368,-2584,-16046,-23,-5,-10
FF-0F-35-01,20254719,-300,-2612,-15850,-23,-5,-10
FF-0F-36-01,20320255,-300,-2640,-15886,-23,-5,-10
FF-0F-37-01,20385791,-296,-2620,-15896,-23,-5,-10
FF-0F-38-01,20451327,-270,-2656,-15900,-22,-5,-11
FF-0F-39-01,20516863,-290,-2664,-15918,-22,-5,-11
FF-0F-3A-01,20582399,-310,-2596,-15934,-24,-4,-11
FF-0F-3B-01,20647935,-328,-2676,-16048,-24,-4,-11
